"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"OQ836205.1","PR/DB414/2022","CDC","CDC","2022-10-29","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"","PR/DB415/2022","CDC","CDC","2022-08-20","Puerto-Rico","Caribbean",3,"3_III","3III_B.3","X"
"OQ836207","PR/DB416/2022","CDC","CDC","2022-09-02","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"OQ836208","PR/DB417/2022","CDC","CDC","2022-12-27","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"OQ836209","PR/DB418/2023","CDC","CDC","2023-01-24","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"OQ836210.1","PR/DB419/2022","CDC","CDC","2022-07-30","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"OQ836211.1","PR/DB420/2022","CDC","CDC","2022-07-27","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"OQ868517.1","Fiocruz-ILMD-LACENPR-AR2300004","Presibella_2023","NCBI","2023-03-12","Brazil","South-America",3,"3_III","3III_B.3",""
"","D191267","Li_2019","NCBI","2019-09-XX","China","East-Asia",3,"3_III","3III_B.3","X"
"","DENV3_D19389","Sun_2019","NCBI","2019-07-27","China","East-Asia",3,"3_III","3III_B.1","X"
"","GD14D3","Li_2014","NCBI","2014-09-01","China","East-Asia",3,"3_III","3III_B.2","X"
"OR150744.1","DENV-3/USA/FL-BPHL-0002/2022","Schmedes_2022","NCBI","2022-12-19","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0004/2022","Schmedes_2022","NCBI","2022-12-22","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0006/2022","Schmedes_2022","NCBI","2022-12-18","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0008/2022","Schmedes_2022","NCBI","2022-12-23","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0001/2023","Schmedes_2023","NCBI","2023-01-01","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0004/2023","Schmedes_2023","NCBI","2023-01-06","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0005/2023","Schmedes_2023","NCBI","2023-01-10","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0006/2023","Schmedes_2023","NCBI","2023-01-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0008/2023","Schmedes_2023","NCBI","2023-01-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0009/2023","Schmedes_2023","NCBI","2023-01-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR150754.1","DENV-3/USA/FL-BPHL-0011/2023","Schmedes_2023","NCBI","2023-01-08","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0014/2023","Schmedes_2023","NCBI","2023-01-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0015/2022","Schmedes_2022","NCBI","2022-11-27","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0017/2022","Schmedes_2022","NCBI","2022-12-02","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0019/2022","Schmedes_2022","NCBI","2022-11-27","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0020/2022","Schmedes_2022","NCBI","2022-12-04","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0021/2022","Schmedes_2022","NCBI","2022-12-06","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0022/2022","Schmedes_2022","NCBI","2022-12-02","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0023/2022","Schmedes_2022","NCBI","2022-12-04","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0027/2022","Schmedes_2022","NCBI","2022-12-10","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0029/2022","Schmedes_2022","NCBI","2022-12-18","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","2020-CHUM16","Garcia-Van Smevoorde_2020","NCBI","2020-08-XX","Martinique","Caribbean",3,"3_III","3III_B.3","X"
"","2020-CHUM24","Garcia-Van Smevoorde_2020","NCBI","2020-09-XX","Martinique","Caribbean",3,"3_III","3III_B.3","X"
"","2020-CHUM17","Garcia-Van Smevoorde_2020","NCBI","2020-08-XX","Martinique","Caribbean",3,"3_III","3III_B.3","X"
"OR229980.1","2020-IPG16","Garcia-Van Smevoorde_2020","NCBI","2020-12-XX","Guadeloupe","Caribbean",3,"3_III","3III_B.3",""
"OR229981.1","2020-IPG17","Garcia-Van Smevoorde_2020","NCBI","2020-08-XX","Guadeloupe","Caribbean",3,"3_III","3III_B.3",""
"","2020-CHUM13","Garcia-Van Smevoorde_2020","NCBI","2020-07-XX","Martinique","Caribbean",3,"3_III","3III_B.3","X"
"OR229983.1","2020-CHUM21","Garcia-Van Smevoorde_2020","NCBI","2020-09-XX","Martinique","Caribbean",3,"3_III","3III_B.2",""
"","2020-CHUM11","Garcia-Van Smevoorde_2020","NCBI","2020-07-XX","Martinique","Caribbean",3,"3_III","3III_B.2","X"
"","2020-CHUM22","Garcia-Van Smevoorde_2020","NCBI","2020-09-XX","Martinique","Caribbean",3,"3_III","3III_B.2","X"
"","DENV3_RUN_S13b39_2012","Frumence_2024","NCBI","2012-03-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"OR236120.1","DENV3_RUN_S13b48_2013","Frumence_2024","NCBI","2013-06-XX","Reunion","South-Asia",3,"3_II","3II_A.3",""
"","DENV3_RUN_S27b01_2016","Frumence_2024","NCBI","2016-02-XX","Reunion","South-Asia",3,"3_I","3I_A.1","X"
"","DENV3_RUN_S27b02_2019","Frumence_2024","NCBI","2019-09-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b03_2019","Frumence_2024","NCBI","2019-01-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b04_2020","Frumence_2024","NCBI","2020-01-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b05_2020","Frumence_2024","NCBI","2020-01-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b06_2020","Frumence_2024","NCBI","2020-03-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b07_2020","Frumence_2024","NCBI","2020-08-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b08_2020","Frumence_2024","NCBI","2020-02-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b09_2020","Frumence_2024","NCBI","2020-02-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b10_2020","Frumence_2024","NCBI","2020-02-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b11_2020","Frumence_2024","NCBI","2020-02-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b12_2020","Frumence_2024","NCBI","2020-02-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b13_2020","Frumence_2024","NCBI","2020-03-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b14_2020","Frumence_2024","NCBI","2020-06-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b15_2020","Frumence_2024","NCBI","2020-04-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"","DENV3_RUN_S27b16_2020","Frumence_2024","NCBI","2020-05-XX","Reunion","South-Asia",3,"3_III","3III_B.1","X"
"OR389032.1","DENV3/Barbados/2001/Yale-DH169","Vogels_1905","Yale","2001-06-23","Barbados","Caribbean",3,"3_III","3III_C",""
"OR389033.1","DENV3/Cambodia/2011/Yale-DH166","Vogels_1905","Yale","2011-07-03","Cambodia","Southeast-Asia",3,"3_III","3III_B.1",""
"OR389034.1","DENV3/Colombia/2003/Yale-DH163","Vogels_1905","Yale","2003-06-25","Colombia","South-America",3,"3_III","3III_C.1",""
"OR389035.1","DENV3/India/2015/Yale-DH168","Vogels_1905","Yale","2015-07-07","India","South-Asia",3,"3_III","3III_B",""
"","DENV3/Nicaragua/2009/Yale-DH164","Vogels_1905","Yale","2009-07-01","Nicaragua","Central-America",3,"3_III","3III_C.2","X"
"OR389037.1","DENV3/Saint_Kitts_and_Nevis/2008/Yale-DH162","Vogels_1905","Yale","2008-06-30","Saint-Kitts-and-Nevis","Caribbean",3,"3_III","3III_C.1",""
"OR389038.1","DENV3/Sri_Lanka/2004/Yale-DH167","Vogels_1905","Yale","2004-06-26","Sri-Lanka","South-Asia",3,"3_III","3III_A.1",""
"","DENV3/Vietnam/2007/Yale-DH165","Vogels_1905","Yale","2007-06-29","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/India/1966/Yale-DH102","Vogels_1905","Yale","1966-05-19","India","South-Asia",3,"3_III_related","3III","X"
"","DENV3/Malaysia/1989/Yale-DH108","Vogels_1905","Yale","1989-06-11","Malaysia","Southeast-Asia",3,"3_II","3II","X"
"OR389342.1","DENV3/Malaysia/1989/Yale-DH109","Vogels_1905","Yale","1989-06-11","Malaysia","Southeast-Asia",3,"3_II","3II",""
"OR389343.1","DENV3/Malaysia/1990/Yale-DH120","Vogels_1905","Yale","1990-06-12","Malaysia","Southeast-Asia",3,"3_I","3I_A",""
"","DENV3/Thailand/1989/Yale-DH110","Vogels_1905","Yale","1989-06-11","Thailand","Southeast-Asia",3,"3_II","3II","X"
"","S313","Maduranga_2018","NCBI","2018-09-25","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S383","Maduranga_2019","NCBI","2019-01-03","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S397","Maduranga_2019","NCBI","2019-01-30","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S400","Maduranga_2019","NCBI","2019-02-02","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S410","Maduranga_2019","NCBI","2019-02-27","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S411","Maduranga_2019","NCBI","2019-02-27","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S452","Maduranga_2019","NCBI","2019-04-10","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S453","Maduranga_2019","NCBI","2019-04-10","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S504","Maduranga_2019","NCBI","2019-07-01","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S505","Maduranga_2019","NCBI","2019-07-02","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S513","Maduranga_2019","NCBI","2019-07-04","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S531","Maduranga_2019","NCBI","2019-07-22","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S532","Maduranga_2019","NCBI","2019-07-27","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S540","Maduranga_2019","NCBI","2019-08-05","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S541","Maduranga_2019","NCBI","2019-08-04","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S544","Maduranga_2019","NCBI","2019-08-07","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"OR393987.1","S564","Maduranga_2019","NCBI","2019-09-02","Sri-Lanka","South-Asia",3,"3_I","3I_A.1",""
"","S606","Maduranga_2019","NCBI","2019-10-04","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S613","Maduranga_2019","NCBI","2019-10-07","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S633","Maduranga_2019","NCBI","2019-10-15","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S636","Maduranga_2019","NCBI","2019-10-16","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S637","Maduranga_2019","NCBI","2019-10-17","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S639","Maduranga_2019","NCBI","2019-10-17","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S640","Maduranga_2019","NCBI","2019-10-17","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S647","Maduranga_2019","NCBI","2019-10-18","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S655","Maduranga_2019","NCBI","2019-10-21","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S662","Maduranga_2019","NCBI","2019-10-29","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S667","Maduranga_2019","NCBI","2019-10-29","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S673","Maduranga_2019","NCBI","2019-10-31","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S683","Maduranga_2019","NCBI","2019-11-05","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S684","Maduranga_2019","NCBI","2019-11-05","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S703","Maduranga_2019","NCBI","2019-11-11","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S713","Maduranga_2019","NCBI","2019-11-14","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S723","Maduranga_2019","NCBI","2019-11-19","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S728","Maduranga_2019","NCBI","2019-11-20","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S737","Maduranga_2019","NCBI","2019-11-22","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S742","Maduranga_2019","NCBI","2019-11-26","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S750","Maduranga_2019","NCBI","2019-11-29","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S757","Maduranga_2019","NCBI","2019-12-03","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S786","Maduranga_2019","NCBI","2019-12-18","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S793","Maduranga_2019","NCBI","2019-12-24","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S799","Maduranga_2019","NCBI","2019-12-24","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S804","Maduranga_2019","NCBI","2019-12-26","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S810","Maduranga_2019","NCBI","2019-12-31","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","S811","Maduranga_2019","NCBI","2019-12-31","Sri-Lanka","South-Asia",3,"3_III","3III_B.3","X"
"OR394052.1","S828","Maduranga_2020","NCBI","2020-01-08","Sri-Lanka","South-Asia",3,"3_I","3I_A.1",""
"","S834","Maduranga_2020","NCBI","2020-01-09","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","23GZ10604_D1_THA_F","Su_2023","NCBI","2023-06-15","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"OR574470.1","INMI-Case2/DENV3-III/2023","De Carli_2023","NCBI","2023-09-01","Italy","Europe",3,"3_III","3III_B.3",""
"","INMI-Case3/DENV3-III/2023","De Carli_2023","NCBI","2023-09-01","Italy","Europe",3,"3_III","3III_B.3","X"
"","INMI-CaseI1/DENV3-III/2023","De Carli_2023","NCBI","2023-08-15","Italy","Europe",3,"3_III","3III_B","X"
"","0151|DR|2023-08-15","Feliz_2024","NCBI","2023-08-15","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2035|DR|2023-08-06","Feliz_2024","NCBI","2023-08-06","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2036|DR|2023-08-06","Feliz_2024","NCBI","2023-08-06","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2038|DR|2023-08-09","Feliz_2024","NCBI","2023-08-09","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2170|DR|2023-08-14","Feliz_2024","NCBI","2023-08-14","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2173|DR|2023-08-14","Feliz_2024","NCBI","2023-08-14","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2191|DR|2023-08-15","Feliz_2024","NCBI","2023-08-15","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2194|DR|2023-08-17","Feliz_2024","NCBI","2023-08-17","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2204|DR|2023-08-15","Feliz_2024","NCBI","2023-08-15","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2205|DR|2023-08-15","Feliz_2024","NCBI","2023-08-15","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2209|DR|2023-08-16","Feliz_2024","NCBI","2023-08-16","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2218|DR|2023-08-24","Feliz_2024","NCBI","2023-08-24","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2222|DR|2023-08-29","Feliz_2024","NCBI","2023-08-29","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2245|DR|2023-08-21","Feliz_2024","NCBI","2023-08-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2284|DR|2023-08-22","Feliz_2024","NCBI","2023-08-22","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2295|DR|2023-08-22","Feliz_2024","NCBI","2023-08-22","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2311|DR|2023-08-21","Feliz_2024","NCBI","2023-08-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2314|DR|2023-08-20","Feliz_2024","NCBI","2023-08-20","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2326|DR|2023-08-19","Feliz_2024","NCBI","2023-08-19","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2345|DR|2023-08-21","Feliz_2024","NCBI","2023-08-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2347|DR|2023-05-21","Feliz_2024","NCBI","2023-05-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2375|DR|2023-08-17","Feliz_2024","NCBI","2023-08-17","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2379|DR|2023-08-24","Feliz_2024","NCBI","2023-08-24","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2389|DR|2023-08-21","Feliz_2024","NCBI","2023-08-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2409|DR|2023-08-25","Feliz_2024","NCBI","2023-08-25","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2413|DR|2023-08-25","Feliz_2024","NCBI","2023-08-25","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2451|DR|2023-08-25","Feliz_2024","NCBI","2023-08-25","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2496|DR|2023-08-15","Feliz_2024","NCBI","2023-08-15","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2537|DR|2023-08-26","Feliz_2024","NCBI","2023-08-26","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2563|DR|2023-08-27","Feliz_2024","NCBI","2023-08-27","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2573|DR|2023-08-22","Feliz_2024","NCBI","2023-08-22","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2577|DR|2023-08-27","Feliz_2024","NCBI","2023-08-27","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2598|DR|2023-08-26","Feliz_2024","NCBI","2023-08-26","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2605|DR|2023-08-29","Feliz_2024","NCBI","2023-08-29","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2620|DR|2023-08-25","Feliz_2024","NCBI","2023-08-25","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2625|DR|2023-08-28","Feliz_2024","NCBI","2023-08-28","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2628|DR|2023-08-24","Feliz_2024","NCBI","2023-08-24","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2631|DR|2023-08-27","Feliz_2024","NCBI","2023-08-27","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2632|DR|2023-08-27","Feliz_2024","NCBI","2023-08-27","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2637|DR|2023-08-28","Feliz_2024","NCBI","2023-08-28","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2640|DR|2023-08-28","Feliz_2024","NCBI","2023-08-28","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2644|DR|2023-08-22","Feliz_2024","NCBI","2023-08-22","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2652|DR|2023-08-30","Feliz_2024","NCBI","2023-08-30","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2672|DR|2023-08-30","Feliz_2024","NCBI","2023-08-30","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2674|DR|2023-08-30","Feliz_2024","NCBI","2023-08-30","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2693|DR|2023-08-12","Feliz_2024","NCBI","2023-08-12","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","2707|DR|2023-08-29","Feliz_2024","NCBI","2023-08-29","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1248D3|DR|2023-07-02","Feliz_2024","NCBI","2023-07-02","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1303|DR|2023-07-17","Feliz_2024","NCBI","2023-07-17","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1353|DR|2023-07-19","Feliz_2024","NCBI","2023-07-19","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1368|DR|2023-07-14","Feliz_2024","NCBI","2023-07-14","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1379|DR|2023-07-16","Feliz_2024","NCBI","2023-07-16","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1517|DR|2023-07-17","Feliz_2024","NCBI","2023-07-17","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1526|DR|2023-07-21","Feliz_2024","NCBI","2023-07-21","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1620|DR|2023-07-27","Feliz_2024","NCBI","2023-07-27","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","1827|DR|2023-08-03","Feliz_2024","NCBI","2023-08-03","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"OR618322.1","DV3/TW/16031760/2016","Tsai_2024","NCBI","2016-12-04","Taiwan","East-Asia",3,"3_I","3I_C",""
"OR618323.1","DV3/TW/17000643/2017","Tsai_2024","NCBI","2017-01-09","Taiwan","East-Asia",3,"3_I","3I_C",""
"","DENV-3/USA/FL-BPHL-0017/2023","FL-DOH","FL-DOH","2023-01-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0018/2023","FL-DOH","FL-DOH","2023-01-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0020/2023","FL-DOH","FL-DOH","2023-02-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0027/2023","FL-DOH","FL-DOH","2023-05-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0030/2023","FL-DOH","FL-DOH","2023-06-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0031/2023","FL-DOH","FL-DOH","2023-06-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0032/2023","FL-DOH","FL-DOH","2023-06-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0033/2023","FL-DOH","FL-DOH","2023-06-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0037/2023","FL-DOH","FL-DOH","2023-07-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0042/2023","FL-DOH","FL-DOH","2023-01-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0043/2023","FL-DOH","FL-DOH","2023-02-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0044/2023","FL-DOH","FL-DOH","2023-01-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0045/2023","FL-DOH","FL-DOH","2023-02-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0046/2023","FL-DOH","FL-DOH","2023-03-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0049/2023","FL-DOH","FL-DOH","2023-03-12","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771119.1","DENV-3/USA/FL-BPHL-0050/2023","FL-DOH","FL-DOH","2023-03-19","Colombia","South-America",3,"3_III","3III_C.1",""
"OR771120.1","DENV-3/USA/FL-BPHL-0051/2023","FL-DOH","FL-DOH","2023-03-29","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0052/2023","FL-DOH","FL-DOH","2023-03-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0054/2023","FL-DOH","FL-DOH","2023-07-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0055/2023","FL-DOH","FL-DOH","2023-07-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0056/2023","FL-DOH","FL-DOH","2023-07-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771126.1","DENV-3/USA/FL-BPHL-0057/2023","FL-DOH","FL-DOH","2023-07-12","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0058/2023","FL-DOH","FL-DOH","2023-07-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0059/2023","FL-DOH","FL-DOH","2023-07-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0106/2023","FL-DOH","FL-DOH","2023-07-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0107/2023","FL-DOH","FL-DOH","2023-07-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
